zipcode,year,month,crime_rate
02128,2018,7,0.0014
02128,2018,8,0.0012
02128,2018,9,0.0011
02128,2018,10,0.0001
02129,2015,6,0.0037
02129,2015,7,0.0081
02129,2015,8,0.0064
02129,2015,9,0.0074
02129,2015,10,0.0062
02129,2015,11,0.0064
02129,2015,12,0.006
02129,2016,1,0.0061
02129,2016,2,0.0052
02129,2016,3,0.0057
02129,2016,4,0.0056
02129,2016,5,0.0078
02129,2016,6,0.0072
02129,2016,7,0.0067
02129,2016,8,0.0075
02129,2016,9,0.0073
02129,2016,10,0.0056
02129,2016,11,0.0066
02129,2016,12,0.0057
02129,2017,1,0.0063
02129,2017,2,0.0053
02129,2017,3,0.0075
02129,2017,4,0.0068
02129,2017,5,0.0073
02129,2017,6,0.0094
02129,2017,7,0.0083
02129,2017,8,0.0075
02129,2017,9,0.0074
02129,2017,10,0.0073
02129,2017,11,0.0074
02129,2017,12,0.0062
02129,2018,1,0.0069
02129,2018,2,0.0066
02129,2018,3,0.0063
02129,2018,4,0.0057
02129,2018,5,0.0079
02129,2018,6,0.0069
02129,2018,7,0.006
02129,2018,8,0.0067
02129,2018,9,0.0064
02129,2018,10,0.0004
02130,2015,6,0.0046
02130,2015,7,0.0096
02130,2015,8,0.0102
02130,2015,9,0.0106
02130,2015,10,0.0109
02130,2015,11,0.0105
02130,2015,12,0.0108
02130,2016,1,0.0096
02130,2016,2,0.01
02130,2016,3,0.0104
02130,2016,4,0.0108
02130,2016,5,0.0113
02130,2016,6,0.0124
02130,2016,7,0.0108
02130,2016,8,0.0124
02130,2016,9,0.0108
02130,2016,10,0.0109
02130,2016,11,0.0104
02130,2016,12,0.0103
02130,2017,1,0.0098
02130,2017,2,0.0095
02130,2017,3,0.0098
02130,2017,4,0.0099
02130,2017,5,0.0112
02130,2017,6,0.0112
02130,2017,7,0.0115
02130,2017,8,0.0112
02130,2017,9,0.0118
02130,2017,10,0.0103
02130,2017,11,0.0101
02130,2017,12,0.0093
02130,2018,1,0.0104
02130,2018,2,0.0083
02130,2018,3,0.0097
02130,2018,4,0.0101
02130,2018,5,0.0119
02130,2018,6,0.0112
02130,2018,7,0.0118
02130,2018,8,0.0101
02130,2018,9,0.0098
02130,2018,10,0.0008
02131,2015,6,0.0042
02131,2015,7,0.0072
02131,2015,8,0.0069
02131,2015,9,0.0071
02131,2015,10,0.0071
02131,2015,11,0.0069
02131,2015,12,0.007
02131,2016,1,0.0068
02131,2016,2,0.0067
02131,2016,3,0.0073
02131,2016,4,0.0077
02131,2016,5,0.0077
02131,2016,6,0.008
02131,2016,7,0.0087
02131,2016,8,0.0081
02131,2016,9,0.0075
02131,2016,10,0.0073
02131,2016,11,0.0069
02131,2016,12,0.0071
02131,2017,1,0.0073
02131,2017,2,0.0066
02131,2017,3,0.0077
02131,2017,4,0.0079
02131,2017,5,0.008
02131,2017,6,0.0094
02131,2017,7,0.0095
02131,2017,8,0.0082
02131,2017,9,0.0078
02131,2017,10,0.0089
02131,2017,11,0.0083
02131,2017,12,0.0069
02131,2018,1,0.0082
02131,2018,2,0.0068
02131,2018,3,0.0076
02131,2018,4,0.0076
02131,2018,5,0.008
02131,2018,6,0.0087
02131,2018,7,0.008
02131,2018,8,0.0082
02131,2018,9,0.0079
02131,2018,10,0.0003
02132,2015,6,0.0022
02132,2015,7,0.0039
02132,2015,8,0.0049
02132,2015,9,0.0045
02132,2015,10,0.0043
02132,2015,11,0.0052
02132,2015,12,0.0054
02132,2016,1,0.0052
02132,2016,2,0.0043
02132,2016,3,0.0048
02132,2016,4,0.0049
02132,2016,5,0.0046
02132,2016,6,0.0056
02132,2016,7,0.0052
02132,2016,8,0.0043
02132,2016,9,0.0048
02132,2016,10,0.0041
02132,2016,11,0.0039
02132,2016,12,0.0052
02132,2017,1,0.0047
02132,2017,2,0.0039
02132,2017,3,0.0042
02132,2017,4,0.0039
02132,2017,5,0.0046
02132,2017,6,0.0042
02132,2017,7,0.0048
02132,2017,8,0.0043
02132,2017,9,0.0057
02132,2017,10,0.0044
02132,2017,11,0.0056
02132,2017,12,0.0034
02132,2018,1,0.004
02132,2018,2,0.0039
02132,2018,3,0.0047
02132,2018,4,0.0041
02132,2018,5,0.0042
02132,2018,6,0.0048
02132,2018,7,0.0041
02132,2018,8,0.0055
02132,2018,9,0.004
02132,2018,10,0.0002
02134,2015,6,0.0052
02134,2015,7,0.0102
02134,2015,8,0.0137
02134,2015,9,0.012
02134,2015,10,0.0108
02134,2015,11,0.0086
02134,2015,12,0.0088
02134,2016,1,0.009
02134,2016,2,0.0086
02134,2016,3,0.0089
02134,2016,4,0.0108
02134,2016,5,0.0114
02134,2016,6,0.0094
02134,2016,7,0.011
02134,2016,8,0.0114
02134,2016,9,0.0116
02134,2016,10,0.0125
02134,2016,11,0.0105
02134,2016,12,0.009
02134,2017,1,0.0087
02134,2017,2,0.0093
02134,2017,3,0.0101
02134,2017,4,0.0091
02134,2017,5,0.011
02134,2017,6,0.0119
02134,2017,7,0.0129
02134,2017,8,0.0099
02134,2017,9,0.0123
02134,2017,10,0.0123
02134,2017,11,0.0099
02134,2017,12,0.0074
02134,2018,1,0.009
02134,2018,2,0.0084
02134,2018,3,0.0093
02134,2018,4,0.0085
02134,2018,5,0.011
02134,2018,6,0.0097
02134,2018,7,0.0086
02134,2018,8,0.0102
02134,2018,9,0.009
02134,2018,10,0.0009
02135,2015,6,0.0027
02135,2015,7,0.0043
02135,2015,8,0.0046
02135,2015,9,0.0054
02135,2015,10,0.0053
02135,2015,11,0.0045
02135,2015,12,0.0055
02135,2016,1,0.0057
02135,2016,2,0.0053
02135,2016,3,0.0044
02135,2016,4,0.0044
02135,2016,5,0.0048
02135,2016,6,0.0049
02135,2016,7,0.0055
02135,2016,8,0.0045
02135,2016,9,0.0048
02135,2016,10,0.0047
02135,2016,11,0.0043
02135,2016,12,0.0049
02135,2017,1,0.0044
02135,2017,2,0.0043
02135,2017,3,0.0042
02135,2017,4,0.0043
02135,2017,5,0.0056
02135,2017,6,0.0057
02135,2017,7,0.005
02135,2017,8,0.0051
02135,2017,9,0.0065
02135,2017,10,0.0058
02135,2017,11,0.0052
02135,2017,12,0.0057
02135,2018,1,0.0043
02135,2018,2,0.004
02135,2018,3,0.0049
02135,2018,4,0.0044
02135,2018,5,0.006
02135,2018,6,0.0059
02135,2018,7,0.0046
02135,2018,8,0.0055
02135,2018,9,0.0051
02135,2018,10,0.0004
02136,2015,6,0.0026
02136,2015,7,0.0053
02136,2015,8,0.0048
02136,2015,9,0.0038
02136,2015,10,0.0055
02136,2015,11,0.005
02136,2015,12,0.0045
02136,2016,1,0.0043
02136,2016,2,0.0038
02136,2016,3,0.0052
02136,2016,4,0.0041
02136,2016,5,0.0052
02136,2016,6,0.0056
02136,2016,7,0.005
02136,2016,8,0.0046
02136,2016,9,0.0043
02136,2016,10,0.0047
02136,2016,11,0.0042
02136,2016,12,0.005
02136,2017,1,0.0049
02136,2017,2,0.0051
02136,2017,3,0.0056
02136,2017,4,0.0048
02136,2017,5,0.0052
02136,2017,6,0.0059
02136,2017,7,0.0058
02136,2017,8,0.0051
02136,2017,9,0.0049
02136,2017,10,0.0051
02136,2017,11,0.0047
02136,2017,12,0.0048
02136,2018,1,0.0048
02136,2018,2,0.0048
02136,2018,3,0.005
02136,2018,4,0.0045
02136,2018,5,0.006
02136,2018,6,0.0053
02136,2018,7,0.0047
02136,2018,8,0.0056
02136,2018,9,0.005
02136,2018,10,0.0006
02141,2015,6,0.0019
02141,2015,7,0.0042
02141,2015,8,0.0019
02141,2015,9,0.0032
02141,2015,10,0.0024
02141,2015,11,0.0029
02141,2015,12,0.0025
02141,2016,1,0.0018
02141,2016,2,0.002
02141,2016,3,0.0018
02141,2016,4,0.0029
02141,2016,5,0.0027
02141,2016,6,0.0027
02141,2016,7,0.0015
02141,2016,8,0.0025
02141,2016,9,0.0024
02141,2016,10,0.0024
02141,2016,11,0.0024
02141,2016,12,0.0027
02141,2017,1,0.0026
02141,2017,2,0.003
02141,2017,3,0.0024
02141,2017,4,0.0038
02141,2017,5,0.0045
02141,2017,6,0.0026
02141,2017,7,0.0031
02141,2017,8,0.0029
02141,2017,9,0.0019
02141,2017,10,0.0034
02141,2017,11,0.0027
02141,2017,12,0.0032
02141,2018,1,0.0015
02141,2018,2,0.0027
02141,2018,3,0.002
02141,2018,4,0.0024
02141,2018,5,0.0018
02141,2018,6,0.003
02141,2018,7,0.0023
02141,2018,8,0.0023
02141,2018,9,0.0026
02141,2018,10,0.0002
02145,2015,6,0
02145,2015,7,0.0001
02145,2015,8,0.0002
02145,2015,9,0.0002
02145,2015,10,0.0002
02145,2015,12,0.0001
02145,2016,2,0.0002
02145,2016,3,0.0002
02145,2016,4,0.0002
02145,2016,5,0.0001
02145,2016,6,0.0005
02145,2016,7,0
02145,2016,8,0.0003
02145,2016,9,0.0002
02145,2016,10,0.0002
02145,2016,11,0.0001
02145,2016,12,0.0001
02145,2017,1,0.0002
02145,2017,2,0.0002
02145,2017,3,0.0002
02145,2017,4,0
02145,2017,5,0.0001
02145,2017,6,0.0001
02145,2017,7,0.0002
02145,2017,8,0.0002
02145,2017,9,0
02145,2017,10,0
02145,2017,11,0.0001
02145,2017,12,0
02145,2018,1,0.0003
02145,2018,2,0
02145,2018,3,0.0002
02145,2018,4,0.0003
02145,2018,5,0.0001
02145,2018,6,0.0002
02145,2018,7,0.0001
02145,2018,8,0.0002
02145,2018,9,0.0001
02150,2015,6,0.0017
02150,2015,7,0.0042
02150,2015,8,0.0042
02150,2015,9,0.0043
02150,2015,10,0.0041
02150,2015,11,0.0037
02150,2015,12,0.0037
02150,2016,1,0.0033
02150,2016,2,0.0032
02150,2016,3,0.0036
02150,2016,4,0.0045
02150,2016,5,0.0044
02150,2016,6,0.0043
02150,2016,7,0.0041
02150,2016,8,0.004
02150,2016,9,0.0038
02150,2016,10,0.0037
02150,2016,11,0.0035
02150,2016,12,0.0043
02150,2017,1,0.0041
02150,2017,2,0.0031
02150,2017,3,0.0034
02150,2017,4,0.004
02150,2017,5,0.0042
02150,2017,6,0.0043
02150,2017,7,0.0038
02150,2017,8,0.0049
02150,2017,9,0.0041
02150,2017,10,0.0046
02150,2017,11,0.0038
02150,2017,12,0.0034
02150,2018,1,0.0041
02150,2018,2,0.0034
02150,2018,3,0.0036
02150,2018,4,0.0033
02150,2018,5,0.0039
02150,2018,6,0.0037
02150,2018,7,0.0033
02150,2018,8,0.0033
02150,2018,9,0.0031
02150,2018,10,0.0003
02151,2015,6,0.0003
02151,2015,7,0.0004
02151,2015,8,0.0005
02151,2015,9,0.0003
02151,2015,10,0.0003
02151,2015,11,0.0003
02151,2015,12,0.0003
02151,2016,1,0.0003
02151,2016,2,0.0004
02151,2016,3,0.0003
02151,2016,4,0.0003
02151,2016,5,0.0003
02151,2016,6,0.0006
02151,2016,7,0.0002
02151,2016,8,0.0003
02151,2016,9,0.0004
02151,2016,10,0.0003
02151,2016,11,0.0002
02151,2016,12,0.0002
02151,2017,1,0.0003
02151,2017,2,0.0002
02151,2017,3,0.0002
02151,2017,4,0.0003
02151,2017,5,0.0003
02151,2017,6,0.0002
02151,2017,7,0.0003
02151,2017,8,0.0005
02151,2017,9,0.0003
02151,2017,10,0.0003
02151,2017,11,0.0001
02151,2017,12,0.0002
02151,2018,1,0.0003
02151,2018,2,0.0003
02151,2018,3,0.0003
02151,2018,4,0.0003
02151,2018,5,0.0003
02151,2018,6,0.0004
02151,2018,7,0.0003
02151,2018,8,0.0003
02151,2018,9,0.0002
02151,2018,10,0
02152,2015,6,0.0011
02152,2015,7,0.0019
02152,2015,8,0.0021
02152,2015,9,0.0022
02152,2015,10,0.0025
02152,2015,11,0.0017
02152,2015,12,0.0025
02152,2016,1,0.0013
02152,2016,2,0.0013
02152,2016,3,0.0015
02152,2016,4,0.0023
02152,2016,5,0.0017
02152,2016,6,0.0024
02152,2016,7,0.0024
02152,2016,8,0.002
02152,2016,9,0.0009
02152,2016,10,0.0022
02152,2016,11,0.0017
02152,2016,12,0.0017
02152,2017,1,0.0023
02152,2017,2,0.0019
02152,2017,3,0.0016
02152,2017,4,0.0024
02152,2017,5,0.0017
02152,2017,6,0.0025
02152,2017,7,0.0021
02152,2017,8,0.0015
02152,2017,9,0.0014
02152,2017,10,0.0025
02152,2017,11,0.0016
02152,2017,12,0.0025
02152,2018,1,0.0024
02152,2018,2,0.002
02152,2018,3,0.0016
02152,2018,4,0.0012
02152,2018,5,0.0019
02152,2018,6,0.0021
02152,2018,7,0.0016
02152,2018,8,0.0013
02152,2018,9,0.0008
02152,2018,10,0.0002
02171,2015,6,0.0006
02171,2015,7,0.0016
02171,2015,8,0.0017
02171,2015,9,0.0012
02171,2015,10,0.0011
02171,2015,11,0.0012
02171,2015,12,0.0014
02171,2016,1,0.0017
02171,2016,2,0.0006
02171,2016,3,0.0015
02171,2016,4,0.0012
02171,2016,5,0.0015
02171,2016,6,0.0025
02171,2016,7,0.0012
02171,2016,8,0.0017
02171,2016,9,0.0014
02171,2016,10,0.0013
02171,2016,11,0.0012
02171,2016,12,0.001
02171,2017,1,0.0017
02171,2017,2,0.0009
02171,2017,3,0.0014
02171,2017,4,0.0014
02171,2017,5,0.0017
02171,2017,6,0.0019
02171,2017,7,0.0015
02171,2017,8,0.0015
02171,2017,9,0.0012
02171,2017,10,0.0009
02171,2017,11,0.0011
02171,2017,12,0.0008
02171,2018,1,0.0011
02171,2018,2,0.001
02171,2018,3,0.0007
02171,2018,4,0.0011
02171,2018,5,0.0017
02171,2018,6,0.0012
02171,2018,7,0.001
02171,2018,8,0.0016
02171,2018,9,0.0014
02171,2018,10,0.0001
02186,2015,6,0.0008
02186,2015,7,0.0019
02186,2015,8,0.0016
02186,2015,9,0.0017
02186,2015,10,0.0015
02186,2015,11,0.0012
02186,2015,12,0.0012
02186,2016,1,0.0012
02186,2016,2,0.0015
02186,2016,3,0.002
02186,2016,4,0.0014
02186,2016,5,0.0014
02186,2016,6,0.0016
02186,2016,7,0.0014
02186,2016,8,0.0021
02186,2016,9,0.0018
02186,2016,10,0.0014
02186,2016,11,0.0012
02186,2016,12,0.0014
02186,2017,1,0.0015
02186,2017,2,0.0012
02186,2017,3,0.0012
02186,2017,4,0.0018
02186,2017,5,0.0019
02186,2017,6,0.0012
02186,2017,7,0.0015
02186,2017,8,0.0018
02186,2017,9,0.002
02186,2017,10,0.002
02186,2017,11,0.0012
02186,2017,12,0.0011
02186,2018,1,0.0015
02186,2018,2,0.0016
02186,2018,3,0.0013
02186,2018,4,0.0011
02186,2018,5,0.0011
02186,2018,6,0.0018
02186,2018,7,0.0016
02186,2018,8,0.0014
02186,2018,9,0.0014
02186,2018,10,0.0001
02199,2015,6,0.0508
02199,2015,7,0.0881
02199,2015,8,0.0865
02199,2015,9,0.0937
02199,2015,10,0.0881
02199,2015,11,0.0976
02199,2015,12,0.1111
02199,2016,1,0.1079
02199,2016,2,0.0921
02199,2016,3,0.0976
02199,2016,4,0.0762
02199,2016,5,0.096
02199,2016,6,0.0762
02199,2016,7,0.0841
02199,2016,8,0.1063
02199,2016,9,0.096
02199,2016,10,0.0881
02199,2016,11,0.0952
02199,2016,12,0.1008
02199,2017,1,0.0889
02199,2017,2,0.0889
02199,2017,3,0.0968
02199,2017,4,0.1008
02199,2017,5,0.0802
02199,2017,6,0.1087
02199,2017,7,0.0865
02199,2017,8,0.0897
02199,2017,9,0.0905
02199,2017,10,0.1119
02199,2017,11,0.0976
02199,2017,12,0.1032
02199,2018,1,0.0841
02199,2018,2,0.0683
02199,2018,3,0.0794
02199,2018,4,0.081
02199,2018,5,0.096
02199,2018,6,0.0794
02199,2018,7,0.0897
02199,2018,8,0.0944
02199,2018,9,0.0857
02199,2018,10,0.0056
02205,2015,6,0.0046
02205,2015,7,0.0086
02205,2015,8,0.0159
02205,2015,9,0.0086
02205,2015,10,0.0132
02205,2015,11,0.0059
02205,2015,12,0.0086
02205,2016,1,0.0046
02205,2016,2,0.0046
02205,2016,3,0.0066
02205,2016,4,0.004
02205,2016,5,0.0059
02205,2016,6,0.0073
02205,2016,7,0.0073
02205,2016,8,0.0033
02205,2016,9,0.0046
02205,2016,10,0.0059
02205,2016,11,0.0079
02205,2016,12,0.004
02205,2017,1,0.0106
02205,2017,2,0.0046
02205,2017,3,0.0059
02205,2017,4,0.0053
02205,2017,5,0.0053
02205,2017,6,0.0066
02205,2017,7,0.0073
02205,2017,8,0.0073
02205,2017,9,0.0053
02205,2017,10,0.0086
02205,2017,11,0.0059
02205,2017,12,0.0046
02205,2018,1,0.0033
02205,2018,2,0.0046
02205,2018,3,0.0066
02205,2018,4,0.004
02205,2018,5,0.0053
02205,2018,6,0.0093
02205,2018,7,0.0073
02205,2018,8,0.0093
02205,2018,9,0.0046
02205,2018,10,0.0013
02210,2015,6,0.0158
02210,2015,7,0.0313
02210,2015,8,0.0289
02210,2015,9,0.0244
02210,2015,10,0.0228
02210,2015,11,0.0256
02210,2015,12,0.0276
02210,2016,1,0.0175
02210,2016,2,0.0215
02210,2016,3,0.0289
02210,2016,4,0.0187
02210,2016,5,0.0244
02210,2016,6,0.0272
02210,2016,7,0.0309
02210,2016,8,0.0264
02210,2016,9,0.0248
02210,2016,10,0.0211
02210,2016,11,0.0223
02210,2016,12,0.0211
02210,2017,1,0.0191
02210,2017,2,0.0171
02210,2017,3,0.0191
02210,2017,4,0.026
02210,2017,5,0.0248
02210,2017,6,0.0211
02210,2017,7,0.0309
02210,2017,8,0.0329
02210,2017,9,0.0289
02210,2017,10,0.0244
02210,2017,11,0.0236
02210,2017,12,0.0276
02210,2018,1,0.0276
02210,2018,2,0.0219
02210,2018,3,0.0244
02210,2018,4,0.0268
02210,2018,5,0.0264
02210,2018,6,0.0268
02210,2018,7,0.0309
02210,2018,8,0.0337
02210,2018,9,0.0248
02210,2018,10,0.002
02215,2015,6,0.0016
02215,2015,7,0.0033
02215,2015,8,0.0038
02215,2015,9,0.0036
02215,2015,10,0.003
02215,2015,11,0.0035
02215,2015,12,0.0029
02215,2016,1,0.0027
02215,2016,2,0.0028
02215,2016,3,0.0028
02215,2016,4,0.0038
02215,2016,5,0.0036
02215,2016,6,0.0042
02215,2016,7,0.0035
02215,2016,8,0.0036
02215,2016,9,0.0039
02215,2016,10,0.0034
02215,2016,11,0.0032
02215,2016,12,0.003
02215,2017,1,0.003
02215,2017,2,0.0028
02215,2017,3,0.0029
02215,2017,4,0.0044
02215,2017,5,0.0038
02215,2017,6,0.0036
02215,2017,7,0.0029
02215,2017,8,0.003
02215,2017,9,0.0039
02215,2017,10,0.0027
02215,2017,11,0.0029
02215,2017,12,0.0028
02215,2018,1,0.0026
02215,2018,2,0.003
02215,2018,3,0.0039
02215,2018,4,0.0037
02215,2018,5,0.0035
02215,2018,6,0.0043
02215,2018,7,0.0028
02215,2018,8,0.0032
02215,2018,9,0.0036
02215,2018,10,0.0002
02445,2015,6,0.001
02445,2015,7,0.0019
02445,2015,8,0.0018
02445,2015,9,0.0019
02445,2015,10,0.0018
02445,2015,11,0.0013
02445,2015,12,0.0013
02445,2016,1,0.0016
02445,2016,2,0.0015
02445,2016,3,0.0016
02445,2016,4,0.0019
02445,2016,5,0.0029
02445,2016,6,0.0015
02445,2016,7,0.002
02445,2016,8,0.0025
02445,2016,9,0.0018
02445,2016,10,0.002
02445,2016,11,0.0019
02445,2016,12,0.0022
02445,2017,1,0.0022
02445,2017,2,0.0022
02445,2017,3,0.0023
02445,2017,4,0.0016
02445,2017,5,0.0019
02445,2017,6,0.0021
02445,2017,7,0.0024
02445,2017,8,0.0021
02445,2017,9,0.0019
02445,2017,10,0.0029
02445,2017,11,0.0018
02445,2017,12,0.0017
02445,2018,1,0.0016
02445,2018,2,0.001
02445,2018,3,0.0017
02445,2018,4,0.0013
02445,2018,5,0.0022
02445,2018,6,0.0018
02445,2018,7,0.0022
02445,2018,8,0.0029
02445,2018,9,0.0025
02445,2018,10,0.0001
02446,2015,6,0.0001
02446,2015,7,0.0001
02446,2015,8,0.0002
02446,2015,9,0.0001
02446,2015,10,0.0002
02446,2015,11,0.0001
02446,2015,12,0.0002
02446,2016,1,0.0003
02446,2016,2,0.0002
02446,2016,3,0.0003
02446,2016,4,0.0001
02446,2016,5,0.0001
02446,2016,6,0.0001
02446,2016,7,0.0001
02446,2016,8,0.0001
02446,2016,9,0.0001
02446,2016,10,0.0001
02446,2016,11,0.0001
02446,2016,12,0.0002
02446,2017,1,0.0001
02446,2017,2,0.0001
02446,2017,3,0
02446,2017,4,0.0002
02446,2017,5,0.0001
02446,2017,6,0.0001
02446,2017,7,0.0002
02446,2017,8,0.0002
02446,2017,9,0.0002
02446,2017,10,0.0001
02446,2017,11,0.0001
02446,2017,12,0.0001
02446,2018,1,0.0001
02446,2018,2,0.0002
02446,2018,3,0.0001
02446,2018,4,0.0001
02446,2018,5,0.0002
02446,2018,6,0.0001
02446,2018,7,0.0002
02446,2018,8,0.0002
02446,2018,9,0.0001